emp_no,title,from_date,to_date
14996,"Senior Engineer",1992-02-13,9999-01-01
14997,Engineer,1988-07-06,1994-07-06
14997,"Senior Engineer",1994-07-06,9999-01-01
14998,Engineer,1997-10-17,9999-01-01
15001,Engineer,1985-02-02,1990-02-02
15001,"Senior Engineer",1990-02-02,9999-01-01
15002,Engineer,1988-11-09,1992-10-04
15003,Engineer,1988-04-05,1993-04-05
15003,"Senior Engineer",1993-04-05,9999-01-01
15004,Engineer,1997-07-24,9999-01-01
15005,Engineer,1986-05-23,1993-05-23
15005,"Senior Engineer",1993-05-23,9999-01-01
15009,Engineer,1986-08-03,1990-03-29
15010,Engineer,1990-10-10,1992-08-04
15013,"Senior Engineer",1990-07-06,9999-01-01
15017,"Senior Engineer",1987-07-31,9999-01-01
15019,Engineer,1988-11-02,1997-11-02
15019,"Senior Engineer",1997-11-02,9999-01-01
15020,Engineer,1988-03-07,1992-07-31
15021,Engineer,1991-07-18,1999-07-18
15021,"Senior Engineer",1999-07-18,9999-01-01
15022,"Senior Engineer",1996-09-27,9999-01-01
15026,"Senior Engineer",1985-03-24,9999-01-01
15027,Engineer,1989-03-09,1997-03-09
15027,"Senior Engineer",1997-03-09,1998-09-11
15028,"Senior Engineer",1992-03-12,2001-01-07
15031,Engineer,1994-09-30,2001-09-30
15031,"Senior Engineer",2001-09-30,9999-01-01
15034,Engineer,1986-01-08,1995-01-08
15034,"Senior Engineer",1995-01-08,9999-01-01
15035,Engineer,1985-08-22,1990-08-22
15035,"Senior Engineer",1990-08-22,9999-01-01
15036,"Senior Engineer",1994-11-04,9999-01-01
15037,Engineer,1998-12-07,2001-12-20
15038,Engineer,1986-01-03,1994-01-03
15038,"Senior Engineer",1994-01-03,9999-01-01
15041,Engineer,1991-09-28,1998-05-01
15042,Engineer,1999-12-22,9999-01-01
15044,Engineer,1992-11-29,2001-11-29
15044,"Senior Engineer",2001-11-29,9999-01-01
15045,"Senior Engineer",1986-05-14,9999-01-01
15047,"Senior Engineer",1991-12-16,9999-01-01
15048,Engineer,1992-10-15,1995-03-10
15050,Engineer,1990-12-17,1996-12-16
15050,"Senior Engineer",1996-12-16,9999-01-01
15051,Engineer,1996-01-20,9999-01-01
15052,"Senior Engineer",1993-01-27,9999-01-01
15056,Engineer,1996-08-09,9999-01-01
15057,Engineer,1993-04-26,1998-04-26
15057,"Senior Engineer",1998-04-26,9999-01-01
15060,Engineer,1990-03-12,1997-03-12
15060,"Senior Engineer",1997-03-12,9999-01-01
15061,Engineer,1988-06-27,1997-06-27
15061,"Senior Engineer",1997-06-27,9999-01-01
15063,"Senior Engineer",1996-01-25,9999-01-01
15066,Engineer,1993-06-29,2002-06-29
15066,"Senior Engineer",2002-06-29,9999-01-01
15072,Engineer,1993-02-05,2002-02-05
15072,"Senior Engineer",2002-02-05,9999-01-01
15073,"Senior Engineer",1986-04-30,1996-05-28
15074,"Senior Engineer",1989-09-26,9999-01-01
15075,Engineer,1986-04-24,1992-04-23
15075,"Senior Engineer",1992-04-23,9999-01-01
15077,"Senior Engineer",1993-06-25,9999-01-01
15078,Engineer,1996-09-02,1997-07-21
15079,Engineer,1999-05-20,9999-01-01
15081,Engineer,1993-06-26,1999-06-26
15081,"Senior Engineer",1999-06-26,9999-01-01
15083,"Senior Engineer",1996-05-30,1997-04-19
15084,Engineer,1997-07-29,1998-07-27
15087,Engineer,1988-09-14,1997-09-14
15087,"Senior Engineer",1997-09-14,9999-01-01
15088,"Assistant Engineer",1990-07-14,1995-07-14
15088,Engineer,1995-07-14,2000-07-13
15088,"Senior Engineer",2000-07-13,9999-01-01
15089,Engineer,1987-05-14,1995-05-14
15089,"Senior Engineer",1995-05-14,9999-01-01
15090,Engineer,1986-08-31,1991-08-31
15090,"Senior Engineer",1991-08-31,9999-01-01
15093,"Assistant Engineer",1998-03-12,2000-06-30
15098,Engineer,1985-10-05,1992-10-05
15098,"Senior Engineer",1992-10-05,9999-01-01
15101,Engineer,1992-03-26,1997-03-26
15101,"Senior Engineer",1997-03-26,9999-01-01
15102,Engineer,1992-11-04,2000-11-04
15102,"Senior Engineer",2000-11-04,9999-01-01
15103,Engineer,1999-03-19,9999-01-01
15106,Engineer,1996-11-01,9999-01-01
15107,Engineer,1986-04-01,1991-05-07
15108,"Assistant Engineer",1993-06-03,2002-06-03
15108,Engineer,2002-06-03,9999-01-01
15109,Engineer,1988-09-03,1997-09-03
15109,"Senior Engineer",1997-09-03,9999-01-01
15111,Engineer,1997-05-10,9999-01-01
15114,Engineer,1998-03-09,9999-01-01
15116,Engineer,1994-09-12,2001-09-12
15116,"Senior Engineer",2001-09-12,9999-01-01
15117,Engineer,1991-11-14,1999-11-14
15117,"Senior Engineer",1999-11-14,9999-01-01
15118,"Senior Engineer",1994-09-02,9999-01-01
15121,"Assistant Engineer",1993-06-16,2000-06-16
15121,Engineer,2000-06-16,9999-01-01
15122,Engineer,1988-09-21,1988-10-01
15123,"Assistant Engineer",1992-12-14,1998-12-14
15123,Engineer,1998-12-14,9999-01-01
15129,Engineer,1995-01-28,9999-01-01
15132,Engineer,1987-07-14,1993-07-13
15132,"Senior Engineer",1993-07-13,9999-01-01
15133,Engineer,1997-08-12,1998-01-04
15135,Engineer,1995-01-25,1999-08-18
15138,Engineer,1987-07-07,1993-07-06
15138,"Senior Engineer",1993-07-06,9999-01-01
15142,Engineer,1997-01-29,9999-01-01
15145,Engineer,1988-04-19,1995-04-20
15145,"Senior Engineer",1995-04-20,9999-01-01
15146,Engineer,1996-07-14,9999-01-01
15147,Engineer,1985-07-31,1992-07-31
15147,"Senior Engineer",1992-07-31,9999-01-01
15148,"Senior Engineer",1996-09-30,1998-08-18
15149,"Senior Engineer",1999-03-08,9999-01-01
15150,Engineer,1996-03-21,2002-03-21
15150,"Senior Engineer",2002-03-21,9999-01-01
15152,Engineer,1995-07-01,1998-06-12
15154,Engineer,1989-03-09,1998-03-09
15154,"Senior Engineer",1998-03-09,9999-01-01
15155,Engineer,1995-10-22,2001-10-21
15155,"Senior Engineer",2001-10-21,9999-01-01
15156,Engineer,1995-03-14,2000-03-13
15156,"Senior Engineer",2000-03-13,9999-01-01
15158,"Senior Engineer",1989-02-13,9999-01-01
15160,"Senior Engineer",1995-06-20,9999-01-01
15162,Engineer,1999-10-28,9999-01-01
15163,Engineer,1985-12-22,1990-12-22
15163,"Senior Engineer",1990-12-22,9999-01-01
15164,Engineer,1995-12-02,9999-01-01
15165,"Senior Engineer",1991-03-19,9999-01-01
15166,Engineer,1994-11-26,1998-06-16
15172,"Senior Engineer",1986-06-20,9999-01-01
15173,Engineer,1993-01-03,2001-01-03
15173,"Senior Engineer",2001-01-03,9999-01-01
15175,Engineer,1997-12-18,9999-01-01
15179,Engineer,1993-10-14,1999-10-14
15179,"Senior Engineer",1999-10-14,9999-01-01
15180,"Senior Engineer",1995-01-25,1996-06-08
15185,Engineer,1995-04-08,2001-04-07
15185,"Senior Engineer",2001-04-07,9999-01-01
15187,Engineer,1997-06-13,2000-01-21
15189,Engineer,1988-06-11,1996-06-11
15189,"Senior Engineer",1996-06-11,9999-01-01
15192,Engineer,1989-04-24,1998-04-24
15192,"Senior Engineer",1998-04-24,9999-01-01
15193,"Senior Engineer",1989-02-14,9999-01-01
15194,Engineer,1990-08-21,1990-09-01
15195,"Senior Engineer",1990-08-03,9999-01-01
15196,Engineer,1992-07-09,2001-07-09
15196,"Senior Engineer",2001-07-09,9999-01-01
15197,Engineer,1994-10-07,9999-01-01
15199,Engineer,1986-10-06,1992-10-05
15199,"Senior Engineer",1992-10-05,2000-08-15
15200,Engineer,1998-06-09,2000-03-19
15201,"Assistant Engineer",1993-09-02,1999-09-02
15201,Engineer,1999-09-02,9999-01-01
15202,"Assistant Engineer",1989-07-05,1998-07-05
15202,Engineer,1998-07-05,9999-01-01
15204,Engineer,1997-01-05,9999-01-01
15205,Engineer,1993-04-12,1995-01-04
15207,"Senior Engineer",1992-03-13,9999-01-01
15211,"Assistant Engineer",1987-11-06,1996-11-05
15211,Engineer,1996-11-05,9999-01-01
15212,Engineer,1998-07-03,2000-04-04
15220,Engineer,1995-07-23,2002-07-23
15220,"Senior Engineer",2002-07-23,9999-01-01
15224,Engineer,1998-08-31,9999-01-01
15226,"Senior Engineer",1988-04-13,2000-02-21
15229,"Senior Engineer",1994-08-17,9999-01-01
15230,Engineer,1993-03-17,1999-03-17
15230,"Senior Engineer",1999-03-17,9999-01-01
15231,Engineer,1994-05-14,2002-05-14
15231,"Senior Engineer",2002-05-14,9999-01-01
15232,"Senior Engineer",1986-07-01,9999-01-01
15233,Engineer,1994-12-11,1996-01-03
15234,"Senior Engineer",1987-09-03,9999-01-01
15236,Engineer,1986-08-13,1992-08-12
15236,"Senior Engineer",1992-08-12,9999-01-01
15237,Engineer,1987-08-17,1995-08-17
15237,"Senior Engineer",1995-08-17,9999-01-01
15239,Engineer,1995-09-03,9999-01-01
15240,"Senior Engineer",1993-08-01,9999-01-01
15241,"Senior Engineer",1991-02-11,1992-01-01
15244,Engineer,1985-08-22,1992-08-22
15244,"Senior Engineer",1992-08-22,9999-01-01
15246,Engineer,1996-07-01,9999-01-01
15249,Engineer,1997-04-11,2002-03-22
15250,Engineer,1992-10-28,2000-10-28
15250,"Senior Engineer",2000-10-28,9999-01-01
15253,Engineer,1985-06-06,1992-06-06
15253,"Senior Engineer",1992-06-06,9999-01-01
15254,"Senior Engineer",1993-02-27,9999-01-01
15255,Engineer,1990-12-31,1998-12-31
15255,"Senior Engineer",1998-12-31,9999-01-01
15256,"Senior Engineer",1998-02-23,9999-01-01
15258,Engineer,1999-04-11,1999-10-02
15259,"Assistant Engineer",1986-08-20,1991-08-20
15259,Engineer,1991-08-20,1996-08-19
15259,"Senior Engineer",1996-08-19,9999-01-01
15260,Engineer,1989-03-15,1994-03-15
15260,"Senior Engineer",1994-03-15,1995-08-31
15265,Engineer,1995-03-05,1996-03-30
15267,Engineer,1997-01-27,9999-01-01
15269,Engineer,1986-08-21,1993-08-21
15269,"Senior Engineer",1993-08-21,9999-01-01
15272,Engineer,1993-03-22,2001-03-22
15272,"Senior Engineer",2001-03-22,9999-01-01
15274,Engineer,1993-01-30,1996-05-05
15276,Engineer,1995-10-14,9999-01-01
15280,Engineer,1986-03-26,1994-03-26
15280,"Senior Engineer",1994-03-26,9999-01-01
15281,"Senior Engineer",1988-08-29,9999-01-01
15282,Engineer,1993-01-25,1999-01-25
15282,"Senior Engineer",1999-01-25,9999-01-01
15283,Engineer,1998-03-12,9999-01-01
15285,Engineer,1986-01-03,1993-01-03
15285,"Senior Engineer",1993-01-03,9999-01-01
15286,Engineer,1989-11-10,1994-11-10
15286,"Senior Engineer",1994-11-10,1997-08-17
15287,Engineer,1991-06-16,1998-06-16
15287,"Senior Engineer",1998-06-16,9999-01-01
15289,"Assistant Engineer",1994-08-17,2001-08-17
15289,Engineer,2001-08-17,9999-01-01
15290,Engineer,1998-08-27,9999-01-01
15291,Engineer,1988-07-05,1996-07-05
15291,"Senior Engineer",1996-07-05,9999-01-01
15294,Engineer,1999-06-07,9999-01-01
15295,Engineer,1988-04-25,1995-11-09
15296,Engineer,1992-05-12,1997-05-12
15296,"Senior Engineer",1997-05-12,9999-01-01
15297,Engineer,1997-10-23,9999-01-01
15298,Engineer,1986-08-16,1992-08-15
15298,"Senior Engineer",1992-08-15,9999-01-01
15299,Engineer,1998-08-26,9999-01-01
15300,Engineer,1994-09-22,2000-09-21
15300,"Senior Engineer",2000-09-21,9999-01-01
15301,"Senior Engineer",1994-12-03,9999-01-01
15303,"Senior Engineer",1999-02-26,9999-01-01
15305,Engineer,1990-05-12,1998-05-12
15305,"Senior Engineer",1998-05-12,9999-01-01
15308,Engineer,1998-09-12,9999-01-01
15311,Engineer,1988-09-12,1993-09-12
15311,"Senior Engineer",1993-09-12,9999-01-01
15312,Engineer,1996-09-13,1998-02-25
15314,Engineer,1989-05-31,1996-05-31
15314,"Senior Engineer",1996-05-31,9999-01-01
15317,Engineer,1992-10-21,2000-05-26
15318,Engineer,1995-03-13,9999-01-01
15319,"Assistant Engineer",1989-03-01,1998-03-01
15319,Engineer,1998-03-01,9999-01-01
15321,Engineer,1992-05-22,2001-05-22
15321,"Senior Engineer",2001-05-22,9999-01-01
15322,Engineer,1985-02-04,1993-02-04
15322,"Senior Engineer",1993-02-04,9999-01-01
15324,"Assistant Engineer",1991-03-26,1996-03-25
15324,Engineer,1996-03-25,2001-03-25
15324,"Senior Engineer",2001-03-25,9999-01-01
15325,Engineer,1986-01-04,1995-01-04
15325,"Senior Engineer",1995-01-04,9999-01-01
15328,"Senior Engineer",1987-11-05,9999-01-01
15329,Engineer,1997-08-16,9999-01-01
15334,Engineer,2000-01-31,2001-10-22
15337,Engineer,1988-08-07,1997-08-07
15337,"Senior Engineer",1997-08-07,9999-01-01
15339,"Assistant Engineer",1992-05-02,2000-05-02
15339,Engineer,2000-05-02,9999-01-01
15340,Engineer,1993-01-28,2002-01-28
15340,"Senior Engineer",2002-01-28,9999-01-01
15343,Engineer,1985-03-12,1992-03-12
15343,"Senior Engineer",1992-03-12,9999-01-01
15344,"Assistant Engineer",1999-12-31,2002-07-27
15345,Engineer,1995-02-16,9999-01-01
15346,Engineer,1991-12-07,1997-12-06
15346,"Senior Engineer",1997-12-06,9999-01-01
15348,Engineer,1997-05-29,9999-01-01
15349,Engineer,1999-10-29,9999-01-01
15352,Engineer,1993-10-02,9999-01-01
15353,Engineer,1996-07-05,2001-07-05
15353,"Senior Engineer",2001-07-05,9999-01-01
15355,"Senior Engineer",1987-10-09,9999-01-01
15356,Engineer,2000-01-19,2002-04-18
15357,Engineer,1987-06-28,1992-06-27
15357,"Senior Engineer",1992-06-27,9999-01-01
15358,Engineer,1999-10-21,9999-01-01
15361,"Assistant Engineer",1993-12-25,1998-12-25
15361,Engineer,1998-12-25,9999-01-01
15362,"Senior Engineer",1988-12-30,9999-01-01
15365,Engineer,1986-08-11,1995-08-11
15365,"Senior Engineer",1995-08-11,9999-01-01
15366,Engineer,1993-05-09,2000-05-09
15366,"Senior Engineer",2000-05-09,9999-01-01
15368,"Assistant Engineer",1999-05-18,9999-01-01
15370,"Senior Engineer",1993-12-21,9999-01-01
15377,Engineer,1986-12-19,1992-12-18
15377,"Senior Engineer",1992-12-18,9999-01-01
15379,"Senior Engineer",1994-09-04,9999-01-01
15383,Engineer,1994-07-21,2000-07-20
15383,"Senior Engineer",2000-07-20,9999-01-01
15384,Engineer,1995-04-08,9999-01-01
15385,Engineer,1987-01-17,1988-04-25
15387,Engineer,1985-12-04,1993-12-04
15387,"Senior Engineer",1993-12-04,9999-01-01
15390,Engineer,1999-01-16,9999-01-01
15391,Engineer,1986-02-08,1993-02-08
15391,"Senior Engineer",1993-02-08,9999-01-01
15392,"Assistant Engineer",1994-07-04,9999-01-01
15396,Engineer,1986-04-02,1995-04-02
15396,"Senior Engineer",1995-04-02,1995-04-09
15397,"Senior Engineer",1990-08-13,9999-01-01
15398,Engineer,1991-10-06,1997-10-05
15398,"Senior Engineer",1997-10-05,9999-01-01
15401,Engineer,1998-08-11,2000-10-11
15405,"Assistant Engineer",1989-07-19,1996-07-19
15405,Engineer,1996-07-19,9999-01-01
15406,"Senior Engineer",1996-08-04,9999-01-01
15407,"Senior Engineer",1998-02-22,9999-01-01
15411,Engineer,1997-02-28,1998-08-14
15412,Engineer,1985-08-23,1992-08-23
15412,"Senior Engineer",1992-08-23,9999-01-01
15413,Engineer,1994-01-01,2002-01-01
15413,"Senior Engineer",2002-01-01,9999-01-01
15421,Engineer,1997-08-12,2000-05-16
15422,"Senior Engineer",1994-01-08,9999-01-01
15423,Engineer,1986-11-18,1991-11-18
15423,"Senior Engineer",1991-11-18,9999-01-01
15424,Engineer,1995-12-16,1997-06-25
15427,Engineer,1998-02-15,9999-01-01
15429,Engineer,1993-11-12,1994-11-27
15430,Engineer,1996-07-22,9999-01-01
15431,Engineer,1987-12-15,1990-07-25
15434,Engineer,1995-09-03,2000-09-02
15434,"Senior Engineer",2000-09-02,9999-01-01
15437,Engineer,1991-04-18,1997-04-17
15437,"Senior Engineer",1997-04-17,9999-01-01
15439,Engineer,1999-10-31,2000-11-11
15442,Engineer,1996-07-23,9999-01-01
15443,Engineer,1990-05-18,1996-05-17
15443,"Senior Engineer",1996-05-17,9999-01-01
15444,"Senior Engineer",1989-03-08,9999-01-01
15445,Engineer,1996-12-30,2000-09-24
15446,Engineer,1995-07-11,2002-07-11
15446,"Senior Engineer",2002-07-11,9999-01-01
15450,Engineer,1999-06-14,2000-04-17
15451,"Senior Engineer",1996-05-03,9999-01-01
15452,Engineer,1995-05-11,9999-01-01
15453,"Assistant Engineer",1989-03-23,1996-03-23
15453,Engineer,1996-03-23,9999-01-01
15456,Engineer,1994-05-23,2000-05-22
15456,"Senior Engineer",2000-05-22,9999-01-01
15458,"Senior Engineer",1996-12-09,1998-01-07
15459,Engineer,1997-11-23,9999-01-01
15460,Engineer,1988-01-25,1997-01-24
15460,"Senior Engineer",1997-01-24,9999-01-01
15462,Engineer,1987-08-23,1993-08-22
15462,"Senior Engineer",1993-08-22,9999-01-01
15463,Engineer,1996-04-21,2000-05-07
15465,Engineer,1992-07-03,1998-07-03
15465,"Senior Engineer",1998-07-03,9999-01-01
15468,Engineer,1996-10-18,9999-01-01
15470,Engineer,1996-08-08,9999-01-01
15472,"Senior Engineer",1996-04-30,9999-01-01
15476,Engineer,1986-09-28,1991-04-19
15477,"Senior Engineer",1991-11-30,9999-01-01
15479,Engineer,1987-01-25,1994-01-25
15479,"Senior Engineer",1994-01-25,9999-01-01
15480,Engineer,1990-04-29,1999-04-29
15480,"Senior Engineer",1999-04-29,9999-01-01
15482,"Senior Engineer",1989-12-23,9999-01-01
15484,Engineer,1993-11-03,9999-01-01
15485,"Senior Engineer",1988-11-07,9999-01-01
15486,Engineer,1989-02-20,1994-02-20
15486,"Senior Engineer",1994-02-20,9999-01-01
15487,Engineer,1997-04-13,9999-01-01
15488,Engineer,1993-04-04,1995-03-25
15490,Engineer,1992-11-09,1998-11-09
15490,"Senior Engineer",1998-11-09,9999-01-01
15491,Engineer,1989-08-08,1998-08-08
15491,"Senior Engineer",1998-08-08,9999-01-01
15494,"Senior Engineer",1995-02-12,9999-01-01
15496,"Senior Engineer",1987-12-06,1990-04-26
15497,Engineer,1999-05-31,9999-01-01
15498,"Senior Engineer",1996-09-10,1997-08-06
15500,Engineer,1997-10-29,9999-01-01
15502,Engineer,1991-05-14,1998-05-14
15502,"Senior Engineer",1998-05-14,9999-01-01
15504,Engineer,1997-02-06,9999-01-01
15505,Engineer,1986-08-30,1993-08-30
15505,"Senior Engineer",1993-08-30,9999-01-01
15508,Engineer,1994-03-03,1999-03-03
15508,"Senior Engineer",1999-03-03,9999-01-01
15509,Engineer,1985-08-12,1985-12-09
15510,Engineer,1987-08-29,1994-08-29
15510,"Senior Engineer",1994-08-29,9999-01-01
15512,"Senior Engineer",1990-10-01,9999-01-01
15514,Engineer,1995-06-29,9999-01-01
15515,Engineer,2000-01-11,2001-01-22
15516,Engineer,1988-05-20,1996-05-20
15516,"Senior Engineer",1996-05-20,9999-01-01
15517,"Assistant Engineer",1997-03-21,9999-01-01
15518,Engineer,1990-10-03,1996-10-02
15518,"Senior Engineer",1996-10-02,9999-01-01
15519,Engineer,1985-10-08,1988-12-24
15520,"Senior Engineer",1988-01-28,9999-01-01
15523,Engineer,1991-07-02,1996-07-01
15523,"Senior Engineer",1996-07-01,9999-01-01
15525,Engineer,1993-04-27,2001-04-27
15525,"Senior Engineer",2001-04-27,9999-01-01
15526,"Senior Engineer",1994-07-16,9999-01-01
15527,Engineer,1999-03-08,2000-11-14
15530,Engineer,1995-07-09,9999-01-01
15531,"Senior Engineer",1994-10-12,9999-01-01
15532,Engineer,1992-07-29,1997-07-29
15532,"Senior Engineer",1997-07-29,9999-01-01
15535,Engineer,1997-05-26,9999-01-01
15537,Engineer,1993-11-25,2001-11-25
15537,"Senior Engineer",2001-11-25,9999-01-01
15538,"Senior Engineer",1988-02-05,9999-01-01
15540,Engineer,1988-12-01,1996-12-01
15540,"Senior Engineer",1996-12-01,9999-01-01
15542,"Senior Engineer",1988-04-26,9999-01-01
15543,"Senior Engineer",1988-07-30,9999-01-01
15545,Engineer,1985-09-10,1993-01-06
15547,Engineer,1987-02-03,1995-02-03
15547,"Senior Engineer",1995-02-03,9999-01-01
15548,Engineer,1988-05-08,1997-05-08
15548,"Senior Engineer",1997-05-08,9999-01-01
15550,"Senior Engineer",1993-07-01,9999-01-01
15551,"Senior Engineer",1996-01-16,2002-05-20
15552,Engineer,1995-12-29,2001-12-28
15552,"Senior Engineer",2001-12-28,9999-01-01
15555,Engineer,1989-05-10,1997-05-10
15555,"Senior Engineer",1997-05-10,9999-01-01
15557,Engineer,1998-01-23,9999-01-01
15560,Engineer,1991-01-30,1996-01-30
15560,"Senior Engineer",1996-01-30,2001-02-17
15561,Engineer,1994-01-09,9999-01-01
15562,"Assistant Engineer",1990-12-29,1999-12-29
15562,Engineer,1999-12-29,9999-01-01
15567,"Senior Engineer",1998-09-02,9999-01-01
15570,Engineer,1986-06-18,1993-06-18
15570,"Senior Engineer",1993-06-18,9999-01-01
15571,Engineer,1997-11-09,9999-01-01
15573,"Senior Engineer",1993-07-12,9999-01-01
15579,Engineer,1999-01-19,9999-01-01
15581,"Senior Engineer",1994-09-19,2002-07-01
15582,Engineer,1998-11-24,9999-01-01
15585,Engineer,1994-03-22,9999-01-01
15586,Engineer,1998-08-28,9999-01-01
15587,Engineer,1989-05-01,1994-05-01
15587,"Senior Engineer",1994-05-01,9999-01-01
15588,"Senior Engineer",1993-10-07,9999-01-01
15589,Engineer,1995-03-20,2000-03-19
15589,"Senior Engineer",2000-03-19,9999-01-01
15592,Engineer,1992-09-16,1997-09-16
15592,"Senior Engineer",1997-09-16,9999-01-01
15594,Engineer,1988-11-10,1997-11-10
15594,"Senior Engineer",1997-11-10,9999-01-01
15595,"Senior Engineer",1986-04-29,9999-01-01
15600,Engineer,1985-04-26,1994-04-26
15600,"Senior Engineer",1994-04-26,9999-01-01
15603,Engineer,1995-06-04,2000-06-03
15603,"Senior Engineer",2000-06-03,9999-01-01
15606,"Senior Engineer",1985-11-29,9999-01-01
15608,Engineer,1994-09-12,1997-12-30
15609,Engineer,1998-06-13,9999-01-01
15610,"Assistant Engineer",1999-12-30,2001-11-25
15611,"Assistant Engineer",1998-03-31,9999-01-01
15612,Engineer,1998-12-30,9999-01-01
15613,"Assistant Engineer",1990-05-29,1997-05-29
15613,Engineer,1997-05-29,9999-01-01
15616,Engineer,1996-08-23,9999-01-01
15618,Engineer,1990-08-12,1999-08-12
15618,"Senior Engineer",1999-08-12,9999-01-01
15619,"Senior Engineer",1999-08-17,9999-01-01
15621,Engineer,1996-02-05,9999-01-01
15623,Engineer,1985-09-23,1990-09-23
15623,"Senior Engineer",1990-09-23,2000-02-08
15625,Engineer,1987-03-10,1996-03-09
15625,"Senior Engineer",1996-03-09,9999-01-01
15626,"Assistant Engineer",1997-12-17,9999-01-01
15627,Engineer,1995-06-08,2001-06-07
15627,"Senior Engineer",2001-06-07,9999-01-01
15628,Engineer,1992-06-11,1997-02-20
15630,"Senior Engineer",1999-03-28,1999-05-25
15631,"Assistant Engineer",1989-06-03,1995-06-03
15631,Engineer,1995-06-03,2000-01-21
15632,Engineer,1990-09-11,1998-09-11
15632,"Senior Engineer",1998-09-11,1999-08-22
15634,"Senior Engineer",1994-11-17,9999-01-01
15640,Engineer,1990-10-16,1999-10-16
15640,"Senior Engineer",1999-10-16,2000-03-26
15643,Engineer,1999-08-16,9999-01-01
15647,"Senior Engineer",1996-04-22,1998-01-12
15648,"Senior Engineer",1985-07-20,9999-01-01
15650,"Senior Engineer",1997-11-16,9999-01-01
15651,"Assistant Engineer",1985-11-22,1993-11-22
15651,Engineer,1993-11-22,2001-11-22
15651,"Senior Engineer",2001-11-22,9999-01-01
15654,Engineer,1989-11-19,1994-11-19
15654,"Senior Engineer",1994-11-19,9999-01-01
15657,Engineer,1989-08-31,1994-08-31
15657,"Senior Engineer",1994-08-31,1994-10-16
15660,Engineer,1996-12-27,9999-01-01
15663,Engineer,1990-04-18,1998-04-18
15663,"Senior Engineer",1998-04-18,9999-01-01
15664,"Assistant Engineer",1997-10-11,9999-01-01
15665,Engineer,1993-01-27,2000-01-28
15665,"Senior Engineer",2000-01-28,9999-01-01
15666,"Assistant Engineer",1998-06-15,1999-06-11
15668,"Senior Engineer",1998-02-18,9999-01-01
15670,"Assistant Engineer",1997-03-01,9999-01-01
15671,"Senior Engineer",1990-04-24,9999-01-01
15672,Engineer,1992-05-21,1997-05-21
15672,"Senior Engineer",1997-05-21,9999-01-01
15673,Engineer,1996-04-30,1999-06-02
15675,Engineer,1998-12-14,2000-12-08
15676,Engineer,1994-11-16,1999-11-16
15676,"Senior Engineer",1999-11-16,9999-01-01
15677,Engineer,1989-06-24,1997-06-24
15677,"Senior Engineer",1997-06-24,9999-01-01
15682,Engineer,1988-06-20,1995-06-21
15682,"Senior Engineer",1995-06-21,9999-01-01
15683,Engineer,1995-05-09,1996-04-21
15684,Engineer,1995-05-26,2002-05-26
15684,"Senior Engineer",2002-05-26,9999-01-01
15685,Engineer,1992-03-13,1997-03-13
15685,"Senior Engineer",1997-03-13,9999-01-01
15686,Engineer,1995-10-19,2001-10-18
15686,"Senior Engineer",2001-10-18,9999-01-01
15688,"Senior Engineer",1994-10-27,9999-01-01
15689,Engineer,1995-03-11,1997-01-10
15691,Engineer,1994-01-13,9999-01-01
15692,Engineer,1997-10-04,9999-01-01
15694,Engineer,1992-01-28,1997-01-27
15694,"Senior Engineer",1997-01-27,2000-01-15
15695,Engineer,1998-02-15,9999-01-01
15697,Engineer,1995-04-23,9999-01-01
15703,Engineer,1994-12-06,9999-01-01
15704,Engineer,1996-07-29,9999-01-01
15710,Engineer,1992-02-26,1997-02-25
15710,"Senior Engineer",1997-02-25,9999-01-01
15711,Engineer,1997-04-02,9999-01-01
15712,Engineer,1991-02-10,1998-09-27
15713,Engineer,1998-12-06,2002-04-18
15714,"Assistant Engineer",1995-03-09,2001-03-08
15714,Engineer,2001-03-08,9999-01-01
15719,Engineer,1990-05-28,1996-05-27
15719,"Senior Engineer",1996-05-27,1998-07-31
15720,Engineer,1993-05-24,2001-05-24
15720,"Senior Engineer",2001-05-24,9999-01-01
15721,Engineer,1987-04-28,1992-04-27
15721,"Senior Engineer",1992-04-27,9999-01-01
15722,Engineer,1987-12-17,1992-12-16
15722,"Senior Engineer",1992-12-16,9999-01-01
15724,"Senior Engineer",1997-03-17,9999-01-01
15727,Engineer,1994-03-27,2000-03-26
15727,"Senior Engineer",2000-03-26,9999-01-01
15731,Engineer,1985-04-01,1990-04-01
15731,"Senior Engineer",1990-04-01,9999-01-01
15734,Engineer,1996-12-24,9999-01-01
15737,Engineer,1999-06-07,9999-01-01
15738,Engineer,1987-07-14,1992-07-13
15738,"Senior Engineer",1992-07-13,9999-01-01
15739,Engineer,1999-03-02,9999-01-01
15742,Engineer,1991-07-19,1996-07-18
15742,"Senior Engineer",1996-07-18,1999-08-30
15743,Engineer,1998-06-22,9999-01-01
15744,Engineer,1991-01-19,1998-01-19
15744,"Senior Engineer",1998-01-19,9999-01-01
15745,Engineer,1991-07-16,1998-07-16
15745,"Senior Engineer",1998-07-16,9999-01-01
15746,"Senior Engineer",1987-12-04,9999-01-01
15747,Engineer,1996-10-31,2000-07-02
15748,Engineer,1991-11-17,1996-11-16
15748,"Senior Engineer",1996-11-16,9999-01-01
15749,"Senior Engineer",1987-03-22,9999-01-01
15750,Engineer,1993-11-13,2000-11-13
15750,"Senior Engineer",2000-11-13,9999-01-01
